Reviewed	Classification	UniProt	Title	PDB chain IDs
FALSE	3.6	P15873	P15873 Proliferating cell nuclear antigen OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL30 PE=1 SV=1	1plqA,1plrA,1sxjF,1sxjG,1sxjH,2od8A,3f1wA,3gpmA,3gpnA,3l0wA,3l0xA,3l10A,3pgeB,3v60B,3v61B,3v62B,3v62E,4l60A,4l6pA,4l6pB,4l6pC,4yhrA,5jneD,5jneH,5t9dA,5t9dB,5t9dC,5v7kA,5v7lA,5v7mA,6cx2A,6cx3A,6cx4A,6d0qA,6d0rA,6e49A,6e49B,6e49C
FALSE	3.1,3.2	Q8P6Z9	Q8P6Z9 Pectate lyase II OS=Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485 GN=pelB PE=1 SV=1	2qx3A,2qx3B,2qxzA,2qxzB,2qy1A,2qy1B
FALSE	3.2	G1T469	G1T469 Nucleotide binding oligomerization domain containing 2 OS=Oryctolagus cuniculus OX=9986 GN=NOD2 PE=1 SV=2	5irlA
FALSE	4.1,4.4	P04850	P04850 Hemagglutinin-neuraminidase OS=Parainfluenza virus 5 (strain W3) OX=11208 GN=HN PE=1 SV=1	1z4vA,1z4wA,1z4xA,1z4yA,1z4zA,1z50A,4jf7A,4jf7B,4jf7C,4jf7D
FALSE	4.4	Q93X60	Q93X60 Fructan 1-exohydrolase IIa OS=Cichorium intybus OX=13427 GN=1-feh IIa PE=1 SV=1	1st8A,2addA,2adeA,2aeyA,2aezA
FALSE	3.3,4.4	P63010	P63010 AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1	1e42A,1e42B,2g30A,2iv8A,2iv9A,2iv9B,2jkrB,2jkrE,2jktB,2jktE,2vglB,2xa7B,4uqiB,6qh5B,6qh6B,6qh7B
FALSE	4.6,4.1	P00877	P00877 Ribulose bisphosphate carboxylase large chain OS=Chlamydomonas reinhardtii OX=3055 GN=rbcL PE=1 SV=1	1gk8A,1gk8C,1gk8E,1gk8G,1ir2A,1ir2B,1ir2C,1ir2D,1ir2E,1ir2F,1ir2G,1ir2H,1ir2S,1ir2T,1ir2U,1ir2V,1ir2W,1ir2X,1ir2Y,1ir2Z,1uw9A,1uw9B,1uw9E,1uw9H,1uw9K,1uw9O,1uw9R,1uw9V,1uzhA,1uzhB,1uzhE,1uzhH,1uzhK,1uzhO,1uzhR,1uzhV,2v63A,2v63B,2v63C,2v63D,2v63E,2v63F,2v63G,2v63H,2v68A,2v68B,2v68C,2v68D,2v68E,2v68F,2v68G,2v68H,2v69A,2v69B,2v69C,2v69D,2v69E,2v69F,2v69G,2v69H,2v6aA,2v6aB,2v6aC,2v6aD,2v6aE,2v6aF,2v6aG,2v6aH,2vdhF,5bs2A,5bs2B
FALSE	4.1	A3SNF8	A3SNF8 Mandelate racemase/muconate lactonizing enzyme, putative OS=Roseovarius nubinhibens (strain ATCC BAA-591 / DSM 15170 / ISM) OX=89187 GN=ISM_14070 PE=1 SV=1	2rdxA
FALSE	3.4,4.9	Q8WTS6	Q8WTS6 Histone-lysine N-methyltransferase SETD7 OS=Homo sapiens OX=9606 GN=SETD7 PE=1 SV=1	1h3iA,1h3iB,1mt6A
FALSE	4.1,4.1	Q9X112	Q9X112 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=metE PE=1 SV=1	1t7lA,1t7lB,1xdjA,1xdjB,1xpgA,1xpgB,1xr2A,1xr2B,3bq5A,3bq5B,3bq6A,3bq6B
FALSE	3.2	Q8LPB4	Q8LPB4 Phytosulfokine receptor 1 OS=Daucus carota OX=4039 GN=PSKR PE=1 SV=1	4z5wA,4z5wB,4z61A,4z61B,4z62A
FALSE	3.3	P17427	P17427 AP-2 complex subunit alpha-2 OS=Mus musculus OX=10090 GN=Ap2a2 PE=1 SV=2	2jkrA,2jkrL,2jktA,2jktL,6owoA,6oxlA
FALSE	4.2	Q9JZN9	Q9JZN9 Probable TonB-dependent receptor NMB0964 OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=NMB0964 PE=1 SV=1	4rdtA,4rdtB,4rvwA
FALSE	4.4	Q8J0D2	Q8J0D2 Oligoxyloglucan reducing end-specific cellobiohydrolase OS=Geotrichum sp. (strain M128) OX=203496 PE=1 SV=1	1sqjA,1sqjB,2ebsA,2ebsB
FALSE	4.1	Q6ND47	Q6ND47 Ribulose bisphosphate carboxylase-like protein 2 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=rlp2 PE=1 SV=1	2qygA,2qygB,2qygC,2qygD
FALSE	4.2	Q9I741	Q9I741 Type VI secretion system spike protein VgrG1a OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=vgrG1a PE=1 SV=1	4mtkA,4mtkB,4mtkC,4mtkD,4mtkE,4mtkF
FALSE	4.4	O43818	O43818 U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1	4j0wA,4jxmA
FALSE	4.4	Q02793	Q02793 Antiviral protein SKI8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI8 PE=1 SV=1	1s4uX,1sq9A,4bujC,4bujD,4bujG,4bujH
FALSE	3.1,3.3	Q8ZNR3	Q8ZNR3 E3 ubiquitin-protein ligase SopA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=sopA PE=1 SV=1	2qyuA,2qzaA,2qzaB,5jw7A
FALSE	4.2	P17811	P17811 Coagulase/fibrinolysin OS=Yersinia pestis OX=632 GN=pla PE=1 SV=1	2x4mA
FALSE	4.4	Q89YQ8	Q89YQ8 Two-component system sensor histidine kinase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_4673 PE=1 SV=1	3ottA,3va6A,3va6B
FALSE	4.2	P07435	P07435 Odorant-binding protein OS=Bos taurus OX=9913 PE=1 SV=2	1g85A,1g85B,1gt1A,1gt1B,1gt3A,1gt3B,1gt4A,1gt4B,1gt5A,1gt5B
FALSE	4.2	P30130	P30130 Outer membrane usher protein FimD OS=Escherichia coli (strain K12) OX=83333 GN=fimD PE=1 SV=2	3ohnA,3ohnB,3rfzB,3rfzE,4j3oD,6e15D
FALSE	3.3	M4B6G6	M4B6G6 Avirulence protein ATR1 OS=Hyaloperonospora arabidopsidis (strain Emoy2) OX=559515 GN=ATR1 PE=1 SV=1	3rmrB,3rmrC
FALSE	4.1	Q8Y6T2	Q8Y6T2 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=aroA PE=1 SV=1	3nvtA,3nvtB,3tfcA,3tfcB
FALSE	4.1	Q4JC35	Q4JC35 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770) OX=330779 GN=Saci_0225 PE=1 SV=1	2nuwA,2nuwB,2nuxA,2nuxB,2nuyA,2nuyB
FALSE	5.3,5.1	P03001	P03001 Transcription factor IIIA OS=Xenopus laevis OX=8355 GN=gtf3a PE=1 SV=2	1tf3A,1tf6A,1tf6D,2j7jA
FALSE	4.1	Q5FJB3	Q5FJB3 Orotidine 5'-phosphate decarboxylase OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) OX=272621 GN=pyrF PE=1 SV=1	3tfxA,3tfxB
FALSE	4.5	Q9KCA6	Q9KCA6 3-phosphoshikimate 1-carboxyvinyltransferase 1 OS=Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=aroA1 PE=1 SV=1	3rmtA,3rmtB,3rmtC,3rmtD
FALSE	3.1	E7CIP7	E7CIP7 Pectinesterase OS=Sitophilus oryzae OX=7048 GN=CE8-1 PE=1 SV=1	4pmhA
FALSE	4.1	Q0FPQ4	Q0FPQ4 4-hydroxyproline betaine 2-epimerase OS=Salipiger bermudensis (strain DSM 26914 / JCM 13377 / KCTC 12554 / HTCC2601) OX=314265 GN=hpbD PE=1 SV=1	2pmqA,2pmqB,4h2hA,4h2hB,4h2hC,4h2hD,4h2hE,4h2hF,4h2hG,4h2hH
FALSE	3.3	O93655	O93655 Tricorn protease-interacting factor F3 OS=Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) OX=273075 GN=trf3 PE=1 SV=1	1z1wA,1z5hA,1z5hB,3q7jA,3q7jB
FALSE	5.2	P68638	P68638 Complement control protein C3 OS=Vaccinia virus (strain Western Reserve) OX=10254 GN=VACWR025 PE=1 SV=1	1vveA
FALSE	4.4	P54311	P54311 Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Gnb1 PE=1 SV=4	3sn6B,5tdhB,5tdhJ
FALSE	3.3	O75832	O75832 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1	1qymA,1tr4A,1uohA,5vhfG,5vhhG,5vhiG,5vhjG,5vhmG,5vhoG,5vhpG,5vhrG
FALSE	4.4	Q9Y4B6	Q9Y4B6 DDB1- and CUL4-associated factor 1 OS=Homo sapiens OX=9606 GN=DCAF1 PE=1 SV=3	4pxwA,4pxwB,4z8lA,4z8lD,5ajaA,5jk7C,5jk7E,6n45A,6n45B
FALSE	3.1,3.1	A0A0C5PVE3	A0A0C5PVE3 Tailspike OS=Salmonella phage Det7 OX=454798 GN=208 PE=1 SV=1	6f7dA
FALSE	4.4	P62576	P62576 Sialidase A OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=nanA PE=1 SV=1	2w20A,2w20B,3h72A,3h72B,3h73A,3h73B
FALSE	3.1	Q00001	Q00001 Rhamnogalacturonase A OS=Aspergillus aculeatus OX=5053 GN=rhgA PE=1 SV=1	1rmgA
FALSE	4.4	P38968	P38968 Protein transport protein SEC31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC31 PE=1 SV=3	2pm9A
FALSE	3.3	Q2QBT8	Q2QBT8 Putative 14-3-3 domain protein OS=Giardia intestinalis OX=5741 GN=DHA2_6430 PE=1 SV=1	4zq0D
FALSE	5.3	Q92547	Q92547 DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=3	2xnhA,2xnkA,2xnkB,2xnkC,2xnkD,3olcX,6rmlA,6rmlB
FALSE	3.1	Q9HXY6	Q9HXY6 UDP-3-O-acylglucosamine N-acyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lpxD PE=1 SV=1	3pmoA,6uecA,6uedA
FALSE	4.1	P10475	P10475 Endoglucanase OS=Bacillus subtilis (strain 168) OX=224308 GN=eglS PE=1 SV=1	3pztA,3pztB,3pzuA,3pzuB,3pzvA,3pzvB,3pzvC,3pzvD
FALSE	4.2	B7UCZ6	B7UCZ6 G protein/GFP fusion protein OS=Recombinant vesicular stomatitis Indiana virus rVSV-G/GFP OX=582817 GN=G PE=1 SV=1	6zqoA
FALSE	4.1	Q8RB32	Q8RB32 Glycerophosphoryl diester phosphodiesterase OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) OX=273068 GN=UgpQ PE=1 SV=1	2pz0A,2pz0B
FALSE	4.4	P62575	P62575 Sialidase A OS=Streptococcus pneumoniae OX=1313 GN=nanA PE=1 SV=1	2vvzA,2vvzB,2ya4A,2ya4B,2ya5A,2ya5B,2ya6A,2ya6B,2ya7A,2ya7B,2ya7C,2ya7D,2ya8A,2ya8B,5kkyA,5kkyB
FALSE	3.1,3.2	Q30V63	Q30V63 Hexapeptide repeat-containing transferase OS=Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20) OX=207559 GN=Dde_3640 PE=1 SV=1	3c8vA,3c8vB,3c8vC,3c8vD
FALSE		Q15831	Q15831 Serine/threonine-protein kinase STK11 OS=Homo sapiens OX=9606 GN=STK11 PE=1 SV=1	4zdrB
FALSE	4.4	P35729	P35729 Nucleoporin NUP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP120 PE=1 SV=1	3f7fA,3f7fB,3f7fC,3f7fD,3h7nA,3h7nB,3h7nC,3h7nD,3hxrA
FALSE	5.2	P20333	P20333 Tumor necrosis factor receptor superfamily member 1B OS=Homo sapiens OX=9606 GN=TNFRSF1B PE=1 SV=3	3alqR,3alqS,3alqT,3alqU,3alqV,3alqW
FALSE	3.3	O60059	O60059 Pumilio domain-containing protein C56F2.08c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC56F2.08c PE=1 SV=1	6ny5A
FALSE	3.3,4.1,3.3	Q9H2K2	Q9H2K2 Poly [ADP-ribose] polymerase tankyrase-2 OS=Homo sapiens OX=9606 GN=TNKS2 PE=1 SV=1	3twqA,3twqB,3twrA,3twrB,3twrC,3twrD,3twsA,3twsB,3twsC,3twsD,3twtA,3twtB,3twtC,3twtD,3twuA,3twvA,3twvB,3twvC,3twvD,3twwA,3twwB,3twxA,3twxB,4hlhB,4kzlB,4kzqB,4l09B,4l0iB,4l0tB,4l0vB,4l10B,4l34B,4ui4B,4ui5B,4uvpC,4z68A,5bxoA,5bxoB,5bxuA,5c5pA,5nsxB,5nt0A,5nt0B,5nt4B,5nveB,5nwbA,5nwgB,5zqoA,5zqpA,5zqqA,5zqrA
FALSE	3.3	Q3EZ40	Q3EZ40 Transcriptional activator plcR OS=Bacillus thuringiensis serovar israelensis ATCC 35646 OX=339854 GN=RBTH_02551 PE=1 SV=1	2qfcA,2qfcB
FALSE	4.4	P77774	P77774 Outer membrane protein assembly factor BamB OS=Escherichia coli (strain K12) OX=83333 GN=bamB PE=1 SV=1	2yh3A,2ymsA,3p1lA,3prwA,3q7mA,3q7nA,3q7oA,4pk1A,4xgaA,5aywB,5d0oB,5ljoB,6v05B
FALSE	4.2,4.4	Q01469	Q01469 Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3	1b56A,1jjjA,4azmA,4azmB,4azrA,4azrB,4lktA,4lktB,4lktC,4lktD,5ur9A,5ur9B,5ur9C,5ur9D,5ur9E
FALSE	3.3	Q01705	Q01705 Neurogenic locus notch homolog protein 1 OS=Mus musculus OX=10090 GN=Notch1 PE=1 SV=3	1ympA,1ympB,2qc9A,2qc9B
FALSE	4.2	P06971	P06971 Ferrichrome outer membrane transporter/phage receptor OS=Escherichia coli (strain K12) OX=83333 GN=fhuA PE=1 SV=2	1by3A,1by5A,1fcpA,1fi1A,1qffA,1qfgA,1qjqA,1qkcA,2fcpA,4cu4A
FALSE	4.4	Q54727	Q54727 Sialidase B OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=nanB PE=1 SV=2	2jkbA,2vw1A,2vw2A,4foqA,4fovA,4foyA,4fp2A,4fp3A,4fpcA,4fpeA,4fpfA,4fpgA,4fphA,4fpkA,4fpoB,4fpyA,4fq4A,4xhbA,4xhxA,4xikA,4xilA,4xioA,4xj8A,4xj9A,4xjaA,4xjuA,4xjwA,4xjzA,4xmaA,4xmiA,4xogA,4xyxA
FALSE	4.2,4.4	P21796	P21796 Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2	2jk4A,2k4tA,5jdpA,5xdnB,5xdoA,5xdoB,6g6uA,6g6uB,6g73A,6g73B,6g73C,6tiqA,6tirA
FALSE	4.2	P0A917	P0A917 Outer membrane protein X OS=Escherichia coli (strain K12) OX=83333 GN=ompX PE=1 SV=1	1qj8A,1qj9A,2m06A,2m07A
FALSE	4.4	B3EYM8	B3EYM8 Intracellular endo-alpha-(1->5)-L-arabinanase OS=Geobacillus stearothermophilus OX=1422 GN=abnB PE=1 SV=1	3cu9A,3d5yA,3d5zA,3d60A,3d61A,6f1gA
FALSE	3.3	A6KZB9	A6KZB9 Serine O-acetyltransferase OS=Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) OX=435590 GN=BVU_1092 PE=1 SV=1	3f1xA
FALSE	4.4	B2J0I0	B2J0I0 WD-40 repeat protein OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=Npun_R6612 PE=1 SV=1	2ymuA,2ymuB,6r5yA,6r5yB,6r5yC,6r5yD,6r5yE,6r5yF,6r5zA,6r5zB,6r5zC,6r5zD,6r5zE,6r5zF,6r60A,6r60B,6r60C,6r60D
FALSE	4.9	Q9NP95	Q9NP95 Fibroblast growth factor 20 OS=Homo sapiens OX=9606 GN=FGF20 PE=1 SV=1	3f1rA
FALSE	5.3	Q60793	Q60793 Krueppel-like factor 4 OS=Mus musculus OX=10090 GN=Klf4 PE=1 SV=3	5ke6A
FALSE	3.4	Q83SQ0	Q83SQ0 LPS-assembly protein LptD OS=Shigella flexneri OX=623 GN=lptD PE=1 SV=1	4q35A
FALSE	4.1	Q8UB77	Q8UB77 Probable 5-dehydro-4-deoxyglucarate dehydratase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3140 PE=1 SV=2	4ur7A,4ur7B,4ur7C,4ur7D,4ur8A,4ur8B,4ur8C,4ur8D,5hwjA,5hwjB,5hwjC,5hwjD,5hwmA,5hwmB,5hwmC,5hwmD,5hwnA,5hwnB,5hwnC,5hwnD
FALSE	4.1	A6THF7	A6THF7 Putative periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=KPN_04640 PE=1 SV=1	3m0zA,3m0zB,3m0zC,3m0zD
FALSE	4.1	A0A0B5KNF6	A0A0B5KNF6 Aldo-keto reductase OS=Firmicutes bacterium enrichment culture clone fosmid MGS-M2 OX=1549349 PE=1 SV=1	4q3mA
FALSE	4.2	P76045	P76045 Outer membrane porin G OS=Escherichia coli (strain K12) OX=83333 GN=ompG PE=1 SV=1	2f1cX,2iwvA,2iwvB,2iwvC,2iwvD,2iwwB,2jqyA,2wvpA,2x9kA,4ctdA,4ctdB
FALSE	4.1	A0A0H2YRZ7	A0A0H2YRZ7 Inosine-5'-monophosphate dehydrogenase OS=Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A) OX=195103 GN=guaB PE=1 SV=1	4q32A
FALSE	4.4	E5D0X5	E5D0X5 Fructofuranosidase OS=Schwanniomyces occidentalis OX=27300 PE=1 SV=1	3u14A,3u14B,3u75A,3u75B,3u75C,3u75D
FALSE	3.1	Q9XJP3	Q9XJP3 Tail spike protein OS=Shigella phage Sf6 OX=10761 PE=1 SV=2	2vbeA,2vbkA,2vbmA,4urrA,4urrB,4urrC,4urrE
FALSE	4.4,3.3	Q01454	Q01454 DNA polymerase alpha-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTF4 PE=1 SV=2	4c8sB,4c8sC,4c93A,4c93B,4c93C,4c95A,4c95B,4c95C,5hogB,5hogC,5hoiA,5hoiB,5hoiC,5nxqA,5nxqB,5nxqC,6ptjE,6ptjF,6ptjG,6ptnF,6ptnG
FALSE	3.1	P31340	P31340 Spike protein OS=Escherichia phage P2 OX=10679 GN=V PE=1 SV=2	3aqjB,3aqjC,3aqjP,3aqjQ,3aqjR
FALSE	4.4	Q12M27	Q12M27 Nitrous-oxide reductase OS=Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013) OX=318161 GN=nosZ PE=1 SV=1	5i5iA,5i5iB,5i5jA,5i5jB,5i5mA,5i5mB
FALSE	4.2	Q16539	Q16539 Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3	2zb1A
FALSE	4.2,4.2	Q48EL2	Q48EL2 YceI-like family protein OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) OX=264730 GN=PSPPH_4050 PE=1 SV=1	3q34A
FALSE	4.4	Q04660	Q04660 Ribosome biogenesis protein ERB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERB1 PE=1 SV=1	4u7aA
FALSE	3.2	Q5I2M5	Q5I2M5 Toll-like receptor 9 OS=Bos taurus OX=9913 GN=TLR9 PE=1 SV=1	3wpeA,5y3mA,5y3mB
FALSE	3.3	O94829	O94829 Importin-13 OS=Homo sapiens OX=9606 GN=IPO13 PE=1 SV=3	2x19B,2xwuB,3zjyB,3zjyE
FALSE	3.3	Q6IV60	Q6IV60 K1L OS=Vaccinia virus OX=10245 GN=K1L PE=1 SV=1	3keaA,3keaB
FALSE	4.1	Q4R2T2	Q4R2T2 Prenyltransferase OS=Streptomyces sp. (strain CL190) OX=93372 PE=1 SV=1	1zb6A,1zcwA,1zdwA,1zdyA
FALSE	3.1,4.1	P0ACC7	P0ACC7 Bifunctional protein GlmU OS=Escherichia coli (strain K12) OX=83333 GN=glmU PE=1 SV=1	1fwyA,1fwyB,1fxjB,1hv9A,1hv9B,2oi5A,2oi5B,2oi6A,2oi6B,2oi7A,2oi7B,3twdA,3twdB,4aa7A,4aa7B
FALSE	3.3	P38181	P38181 Nucleoporin NUP170 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP170 PE=1 SV=1	3i5pA,3i5qA,3i5qB
FALSE	4.2	P0DSN2	P0DSN2 Outer membrane protein MtrB OS=Shewanella baltica (strain OS185) OX=402882 GN=mtrB PE=1 SV=1	6r2qB
FALSE	3.1,2.2,3.3,4.1,3.4	K7ZP88	K7ZP88 Trimeric autotransporter adhesin AtaA OS=Acinetobacter sp. (strain Tol 5) OX=710648 GN=ataA PE=1 SV=1	3wp8A,3wpaA,3wppA,3wprA,3wprB,3wprC,3wqaA,3wqaB,3wqaC
FALSE	4.10	Q9ZQY5	Q9ZQY5 Lectin 1 OS=Helianthus tuberosus OX=4233 PE=1 SV=1	1c3kA
FALSE	5.3	P18146	P18146 Early growth response protein 1 OS=Homo sapiens OX=9606 GN=EGR1 PE=1 SV=1	4r2aA,4r2dA
FALSE	3.1	P17555	P17555 Adenylyl cyclase-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRV2 PE=1 SV=1	1k4zA,1k4zB,1kq5A,1kq5B
FALSE	3.3	Q12125	Q12125 Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET4 PE=1 SV=1	2wpvC
FALSE	3.3	A7LZ30	A7LZ30 Tetratricopeptide repeat protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153) OX=411476 GN=BACOVA_03105 PE=1 SV=1	3urzA,3urzB
FALSE	3.2,5.5	Q96JA1	Q96JA1 Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Homo sapiens OX=9606 GN=LRIG1 PE=1 SV=2	4u7lA,4u7mA
FALSE	3.3	E9ADW8	E9ADW8 Uncharacterized protein OS=Leishmania major OX=5664 GN=LMJF_29_1100 PE=1 SV=1	3ljnA
FALSE	4.4	Q12417	Q12417 Pre-mRNA-splicing factor PRP46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP46 PE=1 SV=1	5lj3J,5lj5J,6bk8D,6exnJ,6j6gO,6j6nO,6j6qO
FALSE	4.1,4.1,3.3,4.1,3.1,3.3,4.1	Q8ZL64	Q8ZL64 Autotransporter adhesin SadA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=sadA PE=1 SV=1	2wpqA,2wpqB,2wpqC,2wprA,2wprB,2wprC,2wpsA,2wpsB,2wpsC,2ynyA,2ynzA,2ynzB,2yo0A,2yo1A,2yo1B,2yo1C,2yo2A,2yo3A,2yo3B,2yo3C
FALSE	4.4	Q4WW81	Q4WW81 Fucose-specific lectin OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=fleA PE=1 SV=1	4agiA,4agiB,4agiC,4agiD,4agtA,4agtB,4ah4A,4ah4B,4ahaA,4ahaB,4c1yA,4c1yB,4c1yC,4c1yD,4d4uA,4d4uB,4d52A,4d52B,4d52C,4d52D,4uouA,4uouB,4uouC,4uouD
FALSE	4.6	P33247	P33247 Squalene--hopene cyclase OS=Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) OX=521098 GN=shc PE=1 SV=4	1gszA,1gszB,1gszC,1h35A,1h35B,1h35C,1h36A,1h36B,1h36C,1h37A,1h37B,1h37C,1h39A,1h39B,1h39C,1h3aA,1h3aB,1h3aC,1h3bA,1h3bB,1h3bC,1h3cA,1h3cB,1h3cC,1o6qA,1o6qB,1o6qC,1o6rA,1o6rB,1o6rC,1o79A,1o79B,1o79C,1sqcA,1umpA,1umpB,1umpC,2sqcA,2sqcB,3sqcA,3sqcB,3sqcC
FALSE	3.1	A6LGH7	A6LGH7 DUF2807 domain-containing protein OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=BDI_3085 PE=1 SV=1	3ljyA,3ljyB,3ljyC
FALSE	4.1	A4IU28	A4IU28 Long-chain alkane monooxygenase OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=ladA PE=1 SV=1	3b9nA
FALSE	4.4	P03474	P03474 Neuraminidase OS=Influenza B virus (strain B/Lee/1940) OX=518987 GN=NA PE=1 SV=1	1b9tA,1invA
FALSE	3.2	Q9EQU3	Q9EQU3 Toll-like receptor 9 OS=Mus musculus OX=10090 GN=Tlr9 PE=1 SV=3	3wpfA,3wpgA,3wphA,3wpiA,4qdhB
FALSE	4.2	Q48391	Q48391 CymA protein OS=Klebsiella oxytoca OX=571 GN=cymA PE=1 SV=1	4d51A,4d5bA,4d5bB,4d5dA,4d5dB,4v3gA,4v3gB,4v3hA,4v3hB
FALSE	5.2,4.4	P01130	P01130 Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1	1ijqA,1ijqB,1n7dA,3m0cC,3p5bL,3p5cL
FALSE	4.4	P08514	P08514 Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3	1tyeA,1tyeC,1tyeE,2vc2A,2vdkA,2vdlA,2vdmA,2vdnA,2vdoA,3fcuA,3fcuE,3nidA,3nidC,3nifA,3nifC,3t3mC,3t3pA,3t3pC,3zdxA,3zdxC,3zdyC,3zdzC,3ze0A,3ze0C,3ze1A,3ze1C,3ze2A,3ze2C,4z7oA,4z7qA
